# dataset: 演示火山 A（固定 fixture）
# crs: EPSG:32654 -> ENU local
# transform: ENU-LOCAL-v1
# origin_lat: 35.4
# origin_lon: 138.7
# note: Mogi 真值 dV=2.5e7 m3, depth=6.5 km；西南象限缺测；含分组共同模式误差
# groups
# group,label,type,epoch,sigma_cme_m
G-E1,GNSS 第一时段 2024-05,gnss,2024-05,0.006
G-E2,GNSS 第二时段 2024-07,gnss,2024-07,0.005
T-A84,InSAR 升轨 A84,insar,2024-05~07,0.012
T-D35,InSAR 降轨 D35,insar,2024-05~07,0.01
# observations
# id,site,type,x_km,y_km,value_m,sigma_white_m,group,epoch,los_e,los_n,los_u,region
S06-E2-u,S06,gnss_u,6.211985362223225,1.8945459677148888,0.04488779551750682,0.003,G-E2,2024-07,,,,far
S07-E1-e,S07,gnss_e,2.899337282625513,5.502893953419098,0.01768763931465948,0.003,G-E1,2024-05,,,,far
S07-E1-n,S07,gnss_n,2.899337282625513,5.502893953419098,0.04177489671356807,0.003,G-E1,2024-05,,,,far
S07-E1-u,S07,gnss_u,2.899337282625513,5.502893953419098,0.04821187426423401,0.003,G-E1,2024-05,,,,far
S08-E1-e,S08,gnss_e,-1.994545967714889,5.711985362223225,-0.023203496591992324,0.003,G-E1,2024-05,,,,far
S08-E1-n,S08,gnss_n,-1.994545967714889,5.711985362223225,0.0386378244938764,0.003,G-E1,2024-05,,,,far
S08-E1-u,S08,gnss_u,-1.994545967714889,5.711985362223225,0.04977595380493466,0.003,G-E1,2024-05,,,,far
S08-E2-e,S08,gnss_e,-1.994545967714889,5.711985362223225,-0.018694293536615798,0.003,G-E2,2024-07,,,,far
S08-E2-n,S08,gnss_n,-1.994545967714889,5.711985362223225,0.04158832531808965,0.003,G-E2,2024-07,,,,far
S08-E2-u,S08,gnss_u,-1.994545967714889,5.711985362223225,0.049682114858305884,0.003,G-E2,2024-07,,,,far
S09-E1-e,S09,gnss_e,-5.602893953419097,2.3993372826255133,-0.05538422507264784,0.003,G-E1,2024-05,,,,far
S09-E1-n,S09,gnss_n,-5.602893953419097,2.3993372826255133,0.00944496600456567,0.003,G-E1,2024-05,,,,far
S09-E1-u,S09,gnss_u,-5.602893953419097,2.3993372826255133,0.04653858974740532,0.003,G-E1,2024-05,,,,far
S09-E2-e,S09,gnss_e,-5.602893953419097,2.3993372826255133,-0.04633762329975651,0.003,G-E2,2024-07,,,,far
S09-E2-n,S09,gnss_n,-5.602893953419097,2.3993372826255133,0.02113614315190514,0.003,G-E2,2024-07,,,,far
S09-E2-u,S09,gnss_u,-5.602893953419097,2.3993372826255133,0.04696546602897476,0.003,G-E2,2024-07,,,,far
S10-E1-e,S10,gnss_e,2.3945459677148855,-6.3119853622232265,0.013282823849964435,0.003,G-E1,2024-05,,,,far
S10-E1-n,S10,gnss_n,2.3945459677148855,-6.3119853622232265,-0.05305896062832283,0.003,G-E1,2024-05,,,,far
S10-E1-u,S10,gnss_u,2.3945459677148855,-6.3119853622232265,0.044072445083203834,0.003,G-E1,2024-05,,,,far
S11-E1-e,S11,gnss_e,6.002893953419096,-2.999337282625516,0.0424957935856175,0.003,G-E1,2024-05,,,,far
S11-E1-n,S11,gnss_n,6.002893953419096,-2.999337282625516,-0.03115660091368807,0.003,G-E1,2024-05,,,,far
S11-E1-u,S11,gnss_u,6.002893953419096,-2.999337282625516,0.049401462669739174,0.003,G-E1,2024-05,,,,far
S11-E2-e,S11,gnss_e,6.002893953419096,-2.999337282625516,0.04444678119334422,0.003,G-E2,2024-07,,,,far
S11-E2-n,S11,gnss_n,6.002893953419096,-2.999337282625516,-0.018162695589966464,0.003,G-E2,2024-07,,,,far
S11-E2-u,S11,gnss_u,6.002893953419096,-2.999337282625516,0.0483492576468398,0.003,G-E2,2024-07,,,,far
T-A84-P000,I0,insar_los,-6.75,1.35,0.0878053749539689,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P000,I0,insar_los,-6.75,1.35,0.014357582378054878,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P001,I1,insar_los,-5.4,1.35,0.10415382885327035,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-A84-P002,I2,insar_los,-5.4,4.050000000000001,0.08356157443498058,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P002,I2,insar_los,-5.4,4.050000000000001,0.018755479763661764,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P003,I3,insar_los,-4.050000000000001,1.35,0.12115827162816464,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P003,I3,insar_los,-4.050000000000001,1.35,0.04645614042261525,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P004,I4,insar_los,-4.050000000000001,4.050000000000001,0.09144612016706699,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P004,I4,insar_los,-4.050000000000001,4.050000000000001,0.03387252744763146,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P005,I5,insar_los,-2.7,0.0,0.15542060751691655,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,near
T-A84-P006,I6,insar_los,-2.7,2.7,0.12253171913462549,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P006,I6,insar_los,-2.7,2.7,0.06332368517675417,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P007,I7,insar_los,-2.7,5.4,0.08568360084801238,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P007,I7,insar_los,-2.7,5.4,0.03524601092792208,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P008,I8,insar_los,-1.35,1.35,0.14942151924195685,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,near
T-D35-P008,I8,insar_los,-1.35,1.35,0.09352747178901319,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,near
T-A84-P009,I9,insar_los,-1.35,4.050000000000001,0.10261502089580764,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-A84-P010,I10,insar_los,-1.35,6.75,0.08117640648749556,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P010,I10,insar_los,-1.35,6.75,0.025401341724039038,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P011,I11,insar_los,0.0,-5.4,0.09496492585599328,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P011,I11,insar_los,0.0,-5.4,0.0520052958973629,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P012,I12,insar_los,0.0,-2.7,0.14729484140751586,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,near
T-D35-P012,I12,insar_los,0.0,-2.7,0.09549708203431571,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,near
T-A84-P013,I13,insar_los,0.0,0.0,0.16176660659609907,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,near
T-A84-P014,I14,insar_los,0.0,2.7,0.12199092145480497,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,near
T-D35-P014,I14,insar_los,0.0,2.7,0.09788317391734447,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,near
T-A84-P015,I15,insar_los,0.0,5.4,0.08015297534200992,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P015,I15,insar_los,0.0,5.4,0.055431250080646616,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P016,I16,insar_los,1.35,-6.75,0.07708093507229088,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P016,I16,insar_los,1.35,-6.75,0.036739758488074585,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P017,I17,insar_los,1.35,-4.050000000000001,0.11550186971886368,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,near
T-A84-P018,I18,insar_los,1.35,-1.35,0.14120218943718063,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,near
T-D35-P018,I18,insar_los,1.35,-1.35,0.11397883385279182,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,near
T-A84-P019,I19,insar_los,1.35,1.35,0.13612584740429273,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,near
T-D35-P019,I19,insar_los,1.35,1.35,0.11727402877339013,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,near
T-A84-P020,I20,insar_los,1.35,4.050000000000001,0.09540001297099657,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P020,I20,insar_los,1.35,4.050000000000001,0.08255793283148513,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P021,I21,insar_los,1.35,6.75,0.06744128244411304,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-A84-P022,I22,insar_los,2.7,-5.4,0.08139279998709548,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P022,I22,insar_los,2.7,-5.4,0.06149240756052699,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P023,I23,insar_los,2.7,-2.7,0.10765909047391968,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,near
T-D35-P023,I23,insar_los,2.7,-2.7,0.10014886542451937,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,near
T-A84-P024,I24,insar_los,2.7,0.0,0.12257853214819314,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,near
T-D35-P024,I24,insar_los,2.7,0.0,0.11687139129596641,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,near
T-A84-P025,I25,insar_los,2.7,2.7,0.08794737566521751,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,near
T-A84-P026,I26,insar_los,2.7,5.4,0.0711198852291278,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P026,I26,insar_los,2.7,5.4,0.062347527808978585,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P027,I27,insar_los,4.050000000000001,-5.4,0.06766741603844795,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P027,I27,insar_los,4.050000000000001,-5.4,0.04528896980658592,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P028,I28,insar_los,4.050000000000001,-2.7,0.09004092060536925,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P028,I28,insar_los,4.050000000000001,-2.7,0.08899373450342965,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P029,I29,insar_los,4.050000000000001,0.0,0.08140322144946405,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,near
T-A84-P030,I30,insar_los,4.050000000000001,2.7,0.08292695997069366,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P030,I30,insar_los,4.050000000000001,2.7,0.08100307285034355,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P031,I31,insar_los,4.050000000000001,5.4,0.05173341700228312,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P031,I31,insar_los,4.050000000000001,5.4,0.044005791276323,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P032,I32,insar_los,5.4,-4.050000000000001,0.06555888577394772,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P032,I32,insar_los,5.4,-4.050000000000001,0.06817440647661484,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P033,I33,insar_los,5.4,-1.35,0.06849797143289241,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-A84-P034,I34,insar_los,5.4,1.35,0.0618880898546575,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P034,I34,insar_los,5.4,1.35,0.081517414076281,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P035,I35,insar_los,5.4,4.050000000000001,0.06612044778070808,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P035,I35,insar_los,5.4,4.050000000000001,0.056829461918770106,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P036,I36,insar_los,6.75,-1.35,0.06223583656145615,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
T-D35-P036,I36,insar_los,6.75,-1.35,0.06178367605014958,0.005,T-D35,2024-05~07,0.4032071000324592,0.0920472784193207,0.9104676452345852,far
T-A84-P037,I37,insar_los,6.75,1.35,0.06234652748128875,0.005,T-A84,2024-05~07,-0.4620522148505839,-0.11701322324138164,0.8790993438390978,far
